task_id,task_type,level_min_need,task_group,task_index,task_id_before,task_condition,task_value,reward,name,content,content_param,link
80001,1,1,80001,0,0,1,5,1:2:100|7:2017:15,等级提升,Upgrade to Lv.{0},5,
100011,1,40,100001,10,100010,49,110,1:2:200|5:3000008:5,Sky-tower,Clear Story 110 of Sky Tower,,
100012,1,40,100001,11,100011,49,120,1:2:200|5:3000008:5,Sky-tower,Clear Story 120 of Sky Tower,,
100013,1,40,100001,12,100012,49,130,1:2:200|5:3000008:10,Sky-tower,Clear Story 130 of Sky Tower,,
100014,1,40,100001,13,100013,49,140,1:2:200|5:3000008:10,Sky-tower,Clear Story 140 of Sky Tower,,
100015,1,40,100001,14,100014,49,150,1:2:200|5:3000008:10,Sky-tower,Clear Story 150 of Sky Tower,,
100016,1,40,100001,15,100015,49,160,1:2:200|5:3000008:15,Sky-tower,Clear Story 160 of Sky Tower,,
100017,1,40,100001,16,100016,49,170,1:2:200|5:3000008:15,Sky-tower,Clear Story 170 of Sky Tower,,
100018,1,40,100001,17,100017,49,180,1:2:200|5:3000008:15,Sky-tower,Clear Story 180 of Sky Tower,,
100019,1,40,100001,18,100018,49,190,1:2:200|5:3000008:20,Sky-tower,Clear Story 190 of Sky Tower,,
100020,1,40,100001,19,100019,49,200,1:2:200|5:3000008:20,Sky-tower,Clear Story 200 of Sky Tower,,
100021,1,40,100001,20,100020,49,210,1:2:300|5:3000009:5,Sky-tower,Clear Story 210 of Sky Tower,,
100022,1,40,100001,21,100021,49,220,1:2:300|5:3000009:5,Sky-tower,Clear Story 220 of Sky Tower,,
100023,1,40,100001,22,100022,49,230,1:2:300|5:3000009:5,Sky-tower,Clear Story 230 of Sky Tower,,
100024,1,40,100001,23,100023,49,240,1:2:300|5:3000009:10,Sky-tower,Clear Story 240 of Sky Tower,,
100025,1,40,100001,24,100024,49,250,1:2:300|5:3000009:10,Sky-tower,Clear Story 250 of Sky Tower,,
100026,1,40,100001,25,100025,49,260,1:2:300|5:3000009:10,Sky-tower,Clear Story 260 of Sky Tower,,
100027,1,40,100001,26,100026,49,270,1:2:300|5:3000009:15,Sky-tower,Clear Story 270 of Sky Tower,,
100028,1,40,100001,27,100027,49,280,1:2:300|5:3000009:15,Sky-tower,Clear Story 280 of Sky Tower,,
100029,1,40,100001,28,100028,49,290,1:2:300|5:3000009:20,Sky-tower,Clear Story 290 of Sky Tower,,
100030,1,40,100001,29,100029,49,300,1:2:300|5:3000009:20,Sky-tower,Clear Story 300 of Sky Tower,,
100031,1,40,100001,30,100030,49,310,1:2:400|5:3000010:5,Sky-tower,Clear Story 310 of Sky Tower,,
100032,1,40,100001,31,100031,49,320,1:2:400|5:3000010:5,Sky-tower,Clear Story 320 of Sky Tower,,
100033,1,40,100001,32,100032,49,330,1:2:400|5:3000010:10,Sky-tower,Clear Story 330 of Sky Tower,,
100034,1,40,100001,33,100033,49,340,1:2:400|5:3000010:10,Sky-tower,Clear Story 340 of Sky Tower,,
100035,1,40,100001,34,100034,49,350,1:2:400|5:3000010:15,Sky-tower,Clear Story 350 of Sky Tower,,
120001,1,15,120001,0,0,22,10,1:4:100|1:1:10000,全身装备强化,Any Angel all gear enhanced by 10 levels,,
120002,1,15,120001,1,120001,22,15,1:4:200|1:1:20000,全身装备强化,Any Angel all gear enhanced by 15 levels,,
120003,1,15,120001,2,120002,22,20,1:4:300|1:1:30000,全身装备强化,Any Angel all gear enhanced by 20 levels,,
120004,1,15,120001,3,120003,22,25,1:4:500|1:1:40000,全身装备强化,Any Angel all gear enhanced by 25 levels,,
120005,1,15,120001,4,120004,22,30,1:4:1000|1:1:50000,全身装备强化,Any Angel all gear enhanced by 30 levels,,
120006,1,15,120001,5,120005,22,35,1:4:1500|1:1:60000,全身装备强化,Any Angel all gear enhanced by 35 levels,,
120007,1,15,120001,6,120006,22,40,1:4:3000|1:1:70000,全身装备强化,Any Angel all gear enhanced by 40 levels,,
120008,1,15,120001,7,120007,22,45,1:4:4000|1:1:80000,全身装备强化,Any Angel all gear enhanced by 45 levels,,
120009,1,15,120001,8,120008,22,50,1:4:5000|1:1:90000,全身装备强化,Any Angel all gear enhanced by 50 levels,,
120010,1,15,120001,9,120009,22,55,1:4:7000|1:1:100000,全身装备强化,Any Angel all gear enhanced by 55 levels,,
120011,1,15,120001,10,120010,22,60,1:4:8000|1:1:110000,全身装备强化,Any Angel all gear enhanced by 60 levels,,
120012,1,15,120001,11,120011,22,65,1:4:10000|1:1:120000,全身装备强化,Any Angel all gear enhanced by 65 levels,,
120013,1,15,120001,12,120012,22,70,1:4:11000|1:1:130000,全身装备强化,Any Angel all gear enhanced by 70 levels,,
120014,1,15,120001,13,120013,22,75,1:4:13000|1:1:140000,全身装备强化,Any Angel all gear enhanced by 75 levels,,
120015,1,15,120001,14,120014,22,80,1:4:14000|1:1:150000,全身装备强化,Any Angel all gear enhanced by 80 levels,,
120016,1,15,120001,15,120015,22,85,1:4:15000|1:1:160000,全身装备强化,Any Angel all gear enhanced by 85 levels,,
120017,1,15,120001,16,120016,22,90,1:4:16000|1:1:170000,全身装备强化,Any Angel all gear enhanced by 90 levels,,
120018,1,15,120001,17,120017,22,95,1:4:17000|1:1:180000,全身装备强化,Any Angel all gear enhanced by 95 levels,,
120019,1,15,120001,18,120018,22,100,1:4:18000|1:1:190000,全身装备强化,Any Angel all gear enhanced by 100 levels,,
120020,1,15,120001,19,120019,22,105,1:4:19000|1:1:200000,全身装备强化,Any Angel all gear enhanced by 105 levels,,
120021,1,15,120001,20,120020,22,110,1:4:20000|1:1:210000,全身装备强化,Any Angel all gear enhanced by 110 levels,,
120022,1,15,120001,21,120021,22,115,1:4:21000|1:1:220000,全身装备强化,Any Angel all gear enhanced by 115 levels,,
120023,1,15,120001,22,120022,22,120,1:4:22000|1:1:230000,全身装备强化,Any Angel all gear enhanced by 120 levels,,
120024,1,15,120001,23,120023,22,125,1:4:23000|1:1:240000,全身装备强化,Any Angel all gear enhanced by 125 levels,,
120025,1,15,120001,24,120024,22,130,1:4:24000|1:1:250000,全身装备强化,Any Angel all gear enhanced by 130 levels,,
130001,1,50,130001,0,0,34,1,5:2000005:10,神器提升,Any Angel all gear reach 1-Star Artifact,,
130002,1,50,130001,1,130001,34,2,5:2000005:20,神器提升,Any Angel all gear reach 2-Star Artifact,,
130003,1,50,130001,2,130002,34,3,5:2000005:30,神器提升,Any Angel all gear reach 3-Star Artifact,,
130004,1,50,130001,3,130003,34,4,5:2000005:40,神器提升,Any Angel all gear reach 4-Star Artifact,,
130005,1,50,130001,4,130004,34,5,5:2000005:50,神器提升,Any Angel all gear reach 5-Star Artifact,,
130006,1,50,130001,5,130005,34,6,5:2000005:60,神器提升,Any Angel all gear reach 6-Star Artifact,,
130007,1,50,130001,6,130006,34,7,5:2000005:70,神器提升,Any Angel all gear reach 7-Star Artifact,,
130008,1,50,130001,7,130007,34,8,5:2000005:80,神器提升,Any Angel all gear reach 8-Star Artifact,,
130009,1,50,130001,8,130008,34,9,5:2000005:90,神器提升,Any Angel all gear reach 9-Star Artifact,,
130010,1,50,130001,9,130009,34,10,5:2000005:100,神器提升,Any Angel all gear reach 10-Star Artifact,,
140001,1,70,140001,0,0,57,1,5:1000006:5|1:2:100,Star Trial,Complete Regular difficulty Star Trial,,
140002,1,70,140001,1,140001,58,1,5:1000007:5|1:2:200,Star Trial,Complete Master difficulty Star Trial,,
140003,1,70,140001,2,140002,59,1,5:1000008:5|1:2:300,Star Trial,Complete Nightmare difficulty Star Trial,,
140004,1,70,140001,3,140003,60,1,5:1000009:5|1:2:400,Star Trial,Complete Hell difficulty Star Trial,,
150001,1,70,150001,0,0,200,3,5:1000006:1,女神宝石强化,Any Angel equips Lv. 3 Gems,,
150002,1,70,150001,1,150001,200,4,5:1000007:1,女神宝石强化,Any Angel equips Lv. 4 Gems,,
150003,1,70,150001,2,150002,200,5,5:1000008:1,女神宝石强化,Any Angel equips Lv. 5 Gems,,
150004,1,70,150001,3,150003,200,6,5:1000009:1,女神宝石强化,Any Angel equips Lv. 6 Gems,,
150005,1,70,150001,4,150004,200,7,5:1000010:1,女神宝石强化,Any Angel equips Lv. 7 Gems,,
150006,1,70,150001,5,150005,201,7,5:1000011:1,女神宝石强化,6 Line-up Angels all gear reach Lv7 Gems,,
150007,1,70,150001,6,150006,201,8,5:1000012:1,女神宝石强化,6 Line-up Angels all gear reach Lv8 Gems,,
150008,1,70,150001,7,150007,201,9,5:1000013:1,女神宝石强化,6 Line-up Angels all gear reach Lv9 Gems,,
150009,1,70,150001,8,150008,201,10,5:1000014:1,女神宝石强化,6 Line-up Angels all gear reach Lv10 Gems,,
150010,1,70,150001,9,150009,201,11,5:1000015:1,女神宝石强化,6 Line-up Angels all gear reach Lv11 Gems,,
150011,1,70,150001,10,150010,201,12,5:1000016:1,女神宝石强化,6 Line-up Angels all gear reach Lv12 Gems,,
160001,1,40,160001,0,0,202,500,5:3000007:50,Training,Any Angel's Training reaches 500,,
160002,1,40,160001,1,160001,202,1000,5:3000007:50,Training,Any Angel's Training reaches 1000,,
160003,1,40,160001,2,160002,202,2000,5:3000007:50,Training,Any Angel's Training reaches 2000,,
160004,1,40,160001,3,160003,202,3000,5:3000007:50,Training,Any Angel's Training reaches 3000,,
160005,1,40,160001,4,160004,203,3000,5:3000008:50,Training,6 Line-up Angels Training reach 3000,,
160006,1,40,160001,5,160005,202,15000,5:3000008:50,Training,Any Angel's Training reaches 15000,,
160007,1,40,160001,6,160006,203,15000,5:3000009:50,Training,6 Line-up Angels Training reach 15000,,
160008,1,40,160001,7,160007,202,35000,5:3000009:50,Training,Any Angel's Training reaches 35000,,
160009,1,40,160001,8,160008,203,35000,5:3000010:50,Training,6 Line-up Angels Training reach 35000,,
