id,name,if_use_ur_plus_skill,npc_level,hero_level,reward,refresh_index,fight_value
622,Abyss Warlord Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4184869116
623,Abyss Warlord,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4198575216
624,Abyss Commander Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4212281304
625,Abyss Commander,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4225985952
626,The Lost,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4239692220
627,The Fallen,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4253397624
628,The Sink,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4267103760
629,The Drowned,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4280809716
630,The Fearful,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4946284572
631,The Survivalist,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4308221676
632,The Challenger,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4321927188
633,The Seeker,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4335633168
634,The Arrogant,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4349338896
635,The Jealous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4363045104
636,The Furious,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4376751204
637,The Lazy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4390456956
638,The Greedy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4404162744
639,The Gluttonous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4417868580
640,The lustful,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,5104144680
641,Abyss Sentinel,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4445280444
642,Abyss Warrior,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4458986532
643,Abyss Captain,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4472692356
644,Abyss Vanguard,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4486397916
645,Abyss Elite,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4500104328
646,Abyss General,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4513810008
647,Abyss Warlord Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4527516108
648,Abyss Warlord,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4541221824
649,Abyss Commander Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4554927636
650,Abyss Commander,0,200,400,5:3000139:50|5:3000140:5|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,5450601108
651,The Lost,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4332300480
652,The Fallen,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4347537240
653,The Sink,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4362774156
654,The Drowned,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4378011180
655,The Fearful,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4393247940
656,The Survivalist,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4408484544
657,The Challenger,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4423721172
658,The Seeker,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4438958052
659,The Arrogant,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4454194800
660,The Jealous,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,5148791940
661,The Furious,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4484668008
662,The Lazy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4499904120
663,The Greedy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4515140880
664,The Gluttonous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4530377652
665,The lustful,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4545614136
666,Abyss Sentinel,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4560851196
667,Abyss Warrior,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4576087764
668,Abyss Captain,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4591324668
669,Abyss Vanguard,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4606561320
670,Abyss Elite,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,5324319024
671,Abyss General,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4637035224
672,Abyss Warlord Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4652271972
673,Abyss Warlord,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4667508468
674,Abyss Commander Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4682745204
675,Abyss Commander,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4697981064
676,The Lost,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4713217788
677,The Fallen,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4728454584
678,The Sink,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4743691452
679,The Drowned,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4758928356
680,The Fearful,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,5499845424
681,The Survivalist,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4789401888
682,The Challenger,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4804638792
683,The Seeker,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4819875240
684,The Arrogant,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4835112000
685,The Jealous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4850348760
686,The Furious,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4865585784
687,The Lazy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4880822424
688,The Greedy,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4896058272
689,The Gluttonous,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4911294840
690,The lustful,0,200,400,5:3000139:50|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,5675372388
691,Abyss Sentinel,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4941768660
692,Abyss Warrior,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4957005264
693,Abyss Captain,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4972242024
694,Abyss Vanguard,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,4987478928
695,Abyss Elite,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,5002715532
696,Abyss General,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,5017952292
697,Abyss Warlord Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,5033189208
698,Abyss Warlord,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,5048425944
699,Abyss Commander Escort,0,200,400,5:3000139:50|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,5063663112
700,Abyss Commander,0,200,400,5:3000139:50|5:3000140:5|1:23:10|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,6061376340
701,The Lost,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7014932232
702,The Fallen,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7039604016
703,The Sink,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7064274336
704,The Drowned,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7088946720
705,The Fearful,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7113618060
706,The Survivalist,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7138289724
707,The Challenger,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7162960632
708,The Seeker,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7187632332
709,The Arrogant,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7212304356
710,The Jealous,1,250,400,5:3000139:100|1:23:15|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,8436040512
711,The Furious,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7261646232
712,The Lazy,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7286318484
713,The Greedy,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7310990136
714,The Gluttonous,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7335662076
715,The lustful,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7360333680
716,Abyss Sentinel,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7385004420
717,Abyss Warrior,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7409675928
718,Abyss Captain,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7434347796
719,Abyss Vanguard,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7459019508
720,Abyss Elite,1,250,400,5:3000139:100|1:23:15|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,8723631912
721,Abyss General,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7508362116
722,Abyss Warlord Escort,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7533033828
723,Abyss Warlord,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7557705792
724,Abyss Commander Escort,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7582376244
725,Abyss Commander,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7607047680
726,The Lost,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7631720100
727,The Fallen,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7656391812
728,The Sink,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7681061856
729,The Drowned,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7705734420
730,The Fearful,1,250,400,5:3000139:100|1:23:15|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,9011224824
731,The Survivalist,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7755077496
732,The Challenger,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7779748320
733,The Seeker,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7804420032
734,The Arrogant,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7829091588
735,The Jealous,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7853763564
736,The Furious,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7878435456
737,The Lazy,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7903105980
738,The Greedy,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7927777692
739,The Gluttonous,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,7952449572
740,The lustful,1,250,400,5:3000139:100|1:23:15|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,9298817520
741,Abyss Sentinel,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,8001792000
742,Abyss Warrior,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,8026463664
743,Abyss Captain,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,8051135904
744,Abyss Vanguard,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,8075807040
745,Abyss Elite,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,8100477744
746,Abyss General,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,8125149768
747,Abyss Warlord Escort,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,8149821324
748,Abyss Warlord,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,8174493036
749,Abyss Commander Escort,1,250,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,8199163944
750,Abyss Commander,1,250,400,5:3000139:100|5:3000140:10|1:23:15|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,9956383908
751,The Lost,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,10885055484
752,The Fallen,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,10939210992
753,The Sink,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,10993365072
754,The Drowned,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11047519584
755,The Fearful,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11101673904
756,The Survivalist,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11155827792
757,The Challenger,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11209982664
758,The Seeker,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11264137548
759,The Arrogant,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11318292348
760,The Jealous,1,300,400,5:3000139:100|1:23:15|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,13144624152
761,The Furious,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11426600784
762,The Lazy,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11480755140
763,The Greedy,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11534910204
764,The Gluttonous,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11589065088
765,The lustful,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11643218952
766,Abyss Sentinel,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11697373104
767,Abyss Warrior,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11751527868
768,Abyss Captain,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11805681888
769,Abyss Vanguard,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11859837396
770,Abyss Elite,1,300,400,5:3000139:100|1:23:15|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,13770559176
771,Abyss General,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,11968145832
772,Abyss Warlord Escort,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12022300308
773,Abyss Warlord,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12076454664
774,Abyss Commander Escort,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12130609068
775,Abyss Commander,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12184764408
776,The Lost,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12238918548
777,The Fallen,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12293073036
778,The Sink,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12347227488
779,The Drowned,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12401381376
780,The Fearful,1,300,400,5:3000139:100|1:23:15|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,14396493672
781,The Survivalist,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12509691480
782,The Challenger,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12563845344
783,The Seeker,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12617999964
784,The Arrogant,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12672154104
785,The Jealous,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12726308592
786,The Furious,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12780463944
787,The Lazy,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12834618336
788,The Greedy,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12888772692
789,The Gluttonous,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,12942926508
790,The lustful,1,300,400,5:3000139:100|1:23:15|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,15022427412
791,Abyss Sentinel,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,13051236780
792,Abyss Warrior,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,13105390656
793,Abyss Captain,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,13159545420
794,Abyss Vanguard,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,13213699440
795,Abyss Elite,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,13267853892
796,Abyss General,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,13322007936
797,Abyss Warlord Escort,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,13376163648
798,Abyss Warlord,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,13430317992
799,Abyss Commander Escort,1,300,400,5:3000139:100|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,13484471904
800,Abyss Commander,1,300,400,5:3000139:100|5:3000140:10|1:23:15|1:24:1,4|4|5|5|9|9|10|10|14|15|15|19|20|24|25|29|30,16219670352
