id,team,super_awake_arr,show_hero
371,2025:0:2|2047:0:3|2012:0:5|2037:0:3|2048:0:2|2026:0:4|2039:0:2|2041:0:4|2040:0:4|2016:0:5|2050:1:5:1|1001:0:31,0|0|0|0|0|0|0|0|0|0|0|0,1
372,2035:0:4|2039:0:5|1001:0:34|2047:0:5|2050:1:5:0|2037:1:5:4|2054:0:4|2056:0:2|2053:0:3|2016:0:5|2049:0:5|2012:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
373,2047:0:5|2035:0:4|2048:0:5|2037:0:5|2053:0:2|1001:0:33|2054:0:3|2050:0:5|2039:0:4|2049:1:5:5|2025:0:5|2026:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
374,2047:0:5|1001:0:32|2031:0:2|2037:0:5|2054:0:5|2039:0:4|2049:0:3|2035:0:4|2050:0:5|2025:0:3|2048:0:3|2032:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
375,2042:0:2|2052:0:2|2031:0:2|2037:0:4|2039:0:3|2058:0:2|1001:0:30|2035:0:2|2013:0:2|2054:0:2|2049:1:5:5|2016:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
376,2053:0:2|2039:0:5|2054:0:4|2052:0:2|2050:1:3:1|2035:0:4|1001:0:34|2047:0:4|2037:1:5:2|2049:0:3|2032:0:2|2048:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
377,2054:0:2|2049:0:2|2041:0:4|2025:0:5|2047:0:4|2012:0:5|2016:0:5|2050:1:5:2|2032:0:5|2037:1:5:2|1001:0:31|2039:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
378,2058:0:2|2032:0:4|2035:0:5|2039:1:5:1|2011:0:4|2025:0:5|2047:0:4|2037:1:5:2|2012:0:2|2052:0:2|1001:0:34|2054:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
379,2051:0:2|2050:1:5:5|2063:0:2|2047:0:4|2054:0:4|2013:0:3|1001:0:33|2032:0:4|2012:0:5|2037:0:5|2058:0:2|2039:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
380,2039:0:5|2047:0:3|1001:0:31|2037:0:5|2050:0:5|2049:0:3|2012:0:5|2016:0:5|2035:0:3|2048:0:3|2025:0:3|2032:0:2,0|0|0|0|0|0|0|0|0|0|0|0,2
381,2032:0:4|2050:0:5|2037:1:5:5|2039:1:5:3|2012:0:4|1001:0:37|2049:1:5:1|2048:0:4|2047:1:5:2|2053:1:5:5|2025:0:3|2035:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
382,2013:0:2|2047:0:2|2026:0:4|2053:0:5|2039:0:2|1001:0:23|2038:0:4|2040:0:4|2054:0:3|2028:0:4|2037:0:3|2012:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
383,2053:1:5:1|2026:0:4|2041:0:4|2038:0:4|2037:0:5|2039:1:4:0|2032:0:2|2002:0:4|2050:1:5:0|2011:0:4|2033:0:3|2054:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
384,2054:0:3|2016:0:2|2035:0:4|2048:0:2|2032:0:2|2050:0:4|2037:0:5|2031:0:2|1001:0:30|2025:0:3|2047:0:3|2012:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
385,2037:0:5|2025:0:4|2012:0:3|2054:0:3|2016:0:3|2032:0:2|2048:0:2|2039:0:4|2047:0:2|2050:0:4|2035:0:3|1001:0:31,0|0|0|0|0|0|0|0|0|0|0|0,1
386,2037:1:5:1|2047:1:5:0|1001:0:37|2012:0:5|2039:1:5:0|2016:0:5|2050:1:5:0|2049:1:5:1|2025:0:5|2035:0:5|2032:0:5|2048:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
387,2016:0:5|2053:0:2|2025:0:4|2032:0:5|2035:0:2|2049:1:4:1|2054:0:4|2047:0:5|2037:0:5|2050:1:5:0|2039:0:5|1001:0:34,0|0|0|0|0|0|0|0|0|0|0|0,1
388,2032:0:5|2050:1:5:2|1001:0:35|2037:1:5:5|2053:0:3|2035:0:5|2039:0:5|2049:1:5:1|2025:0:5|2047:0:5|2048:0:5|2012:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
389,2032:0:5|2031:0:4|2049:1:5:5|2039:1:5:0|2047:1:5:1|2054:0:2|2026:0:4|2052:0:2|2050:0:5|1001:0:36|2041:0:4|2068:1:2:1,0|0|0|0|0|0|0|0|0|0|0|0,1
390,2047:1:4:1|2039:1:5:1|2068:1:2:1|2049:1:5:5|2054:0:5|2037:0:5|2032:0:5|1001:0:36|2040:0:4|2050:0:4|2026:0:4|2008:0:3,0|0|0|0|0|0|0|0|0|0|0|0,2
391,2026:0:4|2050:1:5:5|2054:0:5|2047:1:5:1|2049:1:5:5|2008:0:3|2032:0:4|2039:1:5:2|2011:0:4|2068:1:2:1|1001:0:37|2021:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
392,2039:1:5:5|2068:1:5:5|2054:0:5|2050:1:5:3|2055:1:5:5|2063:1:5:5|1001:0:38|2049:1:5:5|2056:1:5:2|2037:0:5|2047:1:5:3|2057:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
393,2037:0:5|2039:1:5:0|2050:1:5:3|2047:1:5:1|2053:1:5:5|2068:1:2:1|2032:0:5|1001:0:38|2049:1:5:5|2054:0:5|2057:1:2:0|2067:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
394,2026:0:4|2037:1:5:3|2047:0:5|2031:0:5|2025:0:5|2039:0:5|2049:1:5:3|2050:0:5|2016:0:5|2038:0:4|2028:0:4|1001:0:34,0|0|0|0|0|0|0|0|0|0|0|0,1
395,2047:1:5:0|2068:0:2|2054:0:5|2039:1:5:5|2049:1:5:3|2050:0:4|2026:0:4|2037:0:5|2038:0:4|2011:0:4|2032:0:5|1001:0:35,0|0|0|0|0|0|0|0|0|0|0|0,1
396,1001:0:35|2049:0:5|2035:0:5|2054:0:5|2037:1:5:1|2012:0:5|2050:1:5:5|2056:0:2|2047:0:5|2016:0:5|2039:0:5|2055:1:2:0,0|0|0|0|0|0|0|0|0|0|0|0,1
397,2037:1:5:2|2050:1:5:3|2035:0:5|1001:0:35|2049:1:5:1|2047:0:5|2012:0:5|2025:0:4|2032:0:5|2039:0:5|2053:0:2|2048:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
398,2016:0:5|2050:1:5:5|2032:0:5|1001:0:31|2025:0:5|2048:0:4|2012:0:5|2035:0:5|2037:1:5:3|2013:0:4|2039:0:3|2049:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
399,2063:0:5|2055:1:5:5|2052:0:5|2037:1:5:5|2039:1:5:5|1001:0:38|2047:1:5:5|2012:0:5|2053:1:5:5|2050:1:5:5|2049:1:5:5|2054:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
400,2039:1:5:5|2053:1:5:5|2050:1:5:5|2068:1:3:3|2063:1:4:3|2049:1:5:5|2047:1:5:4|2054:1:5:2|1001:0:38|2037:1:5:4|2051:0:2|2025:0:5,0|0|0|0|0|0|0|0|0|0|0|0,2
401,2054:0:5|2012:0:5|2049:1:5:5|2039:1:5:5|2053:1:5:5|2032:0:5|2048:0:5|2025:0:5|1001:0:38|2047:1:5:5|2050:1:5:5|2037:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
402,1001:0:38|2047:1:5:0|2025:0:5|2012:0:5|2049:1:5:4|2050:1:5:5|2057:1:2:0|2016:0:5|2037:1:5:3|2048:0:5|2035:0:5|2039:1:5:0,0|0|0|0|0|0|0|0|0|0|0|0,1
403,2032:0:5|2039:1:5:1|2053:0:2|2050:1:5:5|2055:0:2|1001:0:37|2037:1:5:2|2025:0:5|2057:0:2|2047:1:5:1|2049:1:5:1|2048:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
404,2016:0:5|1001:0:35|2067:0:2|2035:0:5|2047:1:5:0|2049:0:5|2025:0:5|2012:0:5|2039:1:5:0|2050:1:5:2|2054:0:5|2037:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
405,2039:0:5|1001:0:33|2037:0:5|2031:0:5|2035:0:5|2032:0:5|2025:0:5|2050:1:5:1|2047:0:5|2054:0:4|2049:0:5|2012:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
406,2055:1:3:0|1001:0:38|2057:1:3:2|2047:1:5:2|2054:1:5:2|2039:1:5:5|2068:1:4:3|2053:1:5:5|2063:1:3:3|2050:1:5:5|2049:1:5:5|2037:1:5:1,0|0|0|0|0|0|0|0|0|0|0|0,1
407,1001:0:38|2053:1:5:5|2039:1:5:5|2060:1:5:5|2068:1:5:5|2047:1:5:5|2054:1:5:1|2055:1:5:5|2050:1:5:5|2052:0:3|2063:1:5:5|2057:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
408,2025:0:5|2048:0:5|2032:0:5|2047:1:5:1|2054:0:5|1001:0:36|2039:1:5:1|2037:0:5|2050:1:5:2|2053:0:2|2049:1:5:5|2052:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
409,2032:0:5|2025:0:5|2049:1:5:3|2047:0:5|2039:1:5:1|2054:1:5:1|1001:0:37|2050:1:5:4|2037:1:5:2|2035:0:5|2048:0:5|2053:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
410,2039:1:5:1|2050:1:5:1|2047:1:5:0|2032:0:5|2049:1:5:5|2037:1:5:0|2054:1:5:0|1001:0:38|2053:0:2|2025:0:5|2035:0:5|2016:0:5,0|0|0|0|0|0|0|0|0|0|0|0,2
411,2047:1:5:1|2025:0:5|1001:0:36|2048:0:5|2016:0:5|2032:0:5|2039:1:5:1|2049:0:5|2050:1:5:2|2031:0:5|2037:1:5:1|2053:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
412,2016:0:5|2037:1:5:1|1001:0:37|2054:0:4|2055:1:3:2|2047:1:5:1|2035:0:5|2050:0:5|2031:0:4|2025:0:4|2039:1:5:2|2057:1:2:0,0|0|0|0|0|0|0|0|0|0|0|0,1
413,2051:0:3|2035:0:5|2012:0:5|2037:0:5|2039:1:5:1|2047:1:5:1|2025:0:5|1001:0:35|2016:0:5|2050:1:5:4|2032:0:5|2049:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
414,2041:0:4|2053:1:5:1|2050:1:5:2|1001:0:38|2026:0:4|2047:1:5:1|2068:1:5:3|2054:1:5:1|2049:1:5:5|2052:0:2|2039:1:5:2|2032:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
415,2048:0:5|2054:0:5|2025:0:5|2047:0:5|2037:1:5:1|2053:1:2:1|2016:0:5|2050:1:5:5|2049:1:5:3|2039:0:5|2035:0:5|1001:0:36,0|0|0|0|0|0|0|0|0|0|0|0,1
416,1001:0:36|2054:0:5|2039:1:5:1|2068:1:2:0|2063:1:5:1|2032:0:5|2026:0:4|2050:1:5:5|2021:0:3|2037:0:5|2049:0:5|2047:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
417,2047:1:5:0|2054:0:5|1001:0:37|2068:1:2:1|2039:1:5:1|2035:0:5|2025:0:5|2037:0:5|2049:1:5:5|2050:1:5:5|2053:0:2|2032:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
418,2031:0:3|2037:1:5:1|2056:0:3|2047:0:5|2035:0:4|2039:1:5:1|2050:1:5:1|2049:1:5:3|1001:0:36|2032:0:5|2012:0:5|2016:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
419,2031:0:5|2035:0:5|1001:0:31|2037:1:5:1|2016:0:5|2047:0:5|2012:0:5|2049:0:5|2050:1:5:1|2048:0:5|2025:0:4|2039:1:5:1,0|0|0|0|0|0|0|0|0|0|0|0,1
420,1001:0:36|2047:1:5:0|2049:1:5:0|2050:1:5:0|2039:1:5:0|2037:0:5|2054:0:5|2016:0:5|2012:0:5|2025:0:5|2031:0:5|2035:0:5,0|0|0|0|0|0|0|0|0|0|0|0,2
421,2049:0:5|2031:0:5|2012:0:5|2047:0:5|1001:0:35|2037:1:5:1|2050:1:5:2|2039:1:5:0|2032:0:5|2055:0:3|2016:0:5|2035:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
422,2050:1:5:5|2049:1:5:5|2054:0:5|2047:1:5:1|2016:0:5|2068:1:2:1|2053:0:2|2032:0:5|1001:0:38|2057:0:2|2039:1:5:1|2037:1:5:1,0|0|0|0|0|0|0|0|0|0|0|0,1
423,2057:1:5:5|1001:0:37|2047:1:5:5|2055:0:2|2049:1:5:5|2054:0:5|2050:1:5:5|2037:0:5|2051:0:2|2039:1:5:5|2053:0:2|2031:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
424,2031:0:4|1001:0:36|2050:1:5:3|2053:0:2|2049:0:5|2016:0:5|2025:0:5|2037:1:5:0|2032:0:5|2012:0:5|2047:1:5:0|2039:1:5:0,0|0|0|0|0|0|0|0|0|0|0|0,1
425,2049:1:5:4|2047:0:5|2063:1:5:0|2055:0:2|1001:0:38|2037:1:5:5|2012:0:5|2039:1:5:5|2053:1:5:2|2050:1:5:5|2016:0:5|2025:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
426,2025:0:5|2063:1:2:2|2054:1:5:1|2032:0:5|2035:0:5|2050:1:5:5|2037:1:5:3|2053:1:3:2|1001:0:38|2049:1:5:4|2039:1:5:3|2047:1:5:3,0|0|0|0|0|0|0|0|0|0|0|0,1
427,1001:0:38|2050:1:5:3|2057:1:5:1|2063:1:5:1|2055:1:4:1|2047:1:5:0|2049:1:5:5|2053:1:5:3|2052:0:5|2068:1:5:2|2039:1:5:1|2054:1:5:1,0|0|0|0|0|0|0|0|0|0|0|0,1
428,2047:1:5:1|2039:0:5|2055:0:2|2054:0:5|2053:1:5:2|1001:0:36|2049:1:5:2|2032:0:4|2041:0:4|2068:0:2|2050:1:5:5|2026:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
429,2012:0:4|2016:0:5|2053:0:3|2049:0:5|2037:1:5:0|2047:0:3|2050:1:5:1|2039:0:3|2032:0:3|2025:0:2|2035:0:4|1001:0:34,0|0|0|0|0|0|0|0|0|0|0|0,1
430,2047:1:5:1|2039:1:5:5|2068:1:4:1|2050:1:5:1|2049:1:5:5|2054:1:5:1|2063:0:2|1001:0:38|2012:0:5|2032:0:5|2035:0:5|2013:0:2,0|0|0|0|0|0|0|0|0|0|0|0,2
431,2039:1:5:1|2037:0:5|2032:0:5|2068:1:3:1|2047:1:5:1|2050:1:5:2|2049:1:5:5|2060:0:5|2054:0:5|2016:0:5|1001:0:37|2053:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
432,2035:0:4|2051:0:2|2025:0:3|2049:1:5:4|2050:1:5:1|2016:0:5|2039:1:5:1|2037:1:5:2|2054:0:2|2047:0:3|1001:0:36|2032:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
433,2035:0:5|2048:0:5|2039:0:4|2050:1:5:5|2032:0:2|2049:1:5:4|2025:0:5|2047:0:5|1001:0:35|2016:0:4|2037:1:5:0|2054:0:3,0|0|0|0|0|0|0|0|0|0|0|0,1
434,2032:0:5|2037:1:5:1|1001:0:37|2050:1:5:0|2031:0:5|2049:1:5:0|2047:1:5:0|2025:0:5|2048:0:5|2012:0:5|2035:0:5|2039:1:5:0,0|0|0|0|0|0|0|0|0|0|0|0,1
435,2024:0:4|2047:0:5|2053:1:5:4|2039:1:5:0|2050:1:5:1|2049:1:5:5|2032:0:5|2037:0:5|2054:0:5|2041:0:4|1001:0:36|2035:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
436,2050:1:5:1|2025:0:5|2049:0:5|2054:0:5|2016:0:5|2037:1:5:1|2047:1:5:1|2012:0:5|1001:0:36|2032:0:5|2035:0:5|2039:1:5:1,0|0|0|0|0|0|0|0|0|0|0|0,1
437,2035:0:5|2012:0:5|2031:0:4|2016:0:5|2050:1:5:2|2047:0:5|2039:0:5|1001:0:31|2032:0:5|2025:0:5|2049:0:5|2037:1:5:0,0|0|0|0|0|0|0|0|0|0|0|0,1
438,2032:0:5|2039:1:5:2|2037:0:5|2016:0:5|2068:1:4:1|2047:0:5|1001:0:37|2049:1:5:1|2042:0:2|2050:1:5:5|2054:1:5:0|2048:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
439,2054:0:5|2037:1:5:1|2025:0:2|2049:0:3|2016:0:5|2031:0:5|2053:0:2|2047:0:2|2039:0:3|2050:1:5:2|1001:0:34|2032:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
440,2050:1:5:3|2049:1:5:0|2037:0:5|1001:0:35|2039:0:5|2047:1:5:1|2016:0:5|2032:0:5|2025:0:5|2048:0:5|2012:0:5|2035:0:5,0|0|0|0|0|0|0|0|0|0|0|0,2
441,1001:0:31|2032:0:4|2050:1:5:3|2025:0:2|2016:0:5|2037:0:5|2054:0:3|2039:1:5:1|2012:0:4|2047:0:4|2048:0:4|2049:1:5:1,0|0|0|0|0|0|0|0|0|0|0|0,1
442,2031:0:3|2049:1:5:5|2052:0:2|2068:1:2:0|2047:1:5:1|2054:0:4|2058:0:2|1001:0:36|2039:1:5:0|2037:0:5|2025:0:5|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
443,2049:1:5:5|2032:0:4|2026:0:4|2040:0:4|2039:1:5:1|2037:0:5|2052:0:2|2016:0:5|2053:0:2|2054:1:5:1|2047:1:5:1|1001:0:36,0|0|0|0|0|0|0|0|0|0|0|0,1
444,2068:1:4:1|2047:1:5:2|2063:1:2:0|2032:0:5|2037:1:5:1|2055:1:3:1|2050:1:5:3|2053:1:5:2|1001:0:38|2049:1:5:5|2039:1:5:2|2054:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
445,2049:1:5:5|2068:1:2:1|2047:1:5:1|2050:0:5|1001:0:37|2052:0:2|2054:0:5|2039:1:5:1|2032:0:5|2026:0:4|2038:0:4|2063:1:4:1,0|0|0|0|0|0|0|0|0|0|0|0,1
446,2035:0:5|2053:1:5:5|2054:1:5:0|2042:0:2|2037:0:5|2047:1:5:2|2032:0:5|2050:0:5|2055:1:2:1|2049:0:5|2039:1:5:2|1001:0:37,0|0|0|0|0|0|0|0|0|0|0|0,1
447,2047:1:5:1|2039:1:5:1|2068:1:5:1|2063:1:5:1|1001:0:38|2049:1:5:5|2050:1:5:5|2052:0:2|2067:1:5:1|2055:1:5:1|2054:1:5:1|2053:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
448,2032:0:5|2047:1:5:1|2037:1:5:2|2041:0:4|2039:1:5:1|2052:0:2|2054:0:5|2049:1:5:5|2026:0:4|2050:1:5:5|2001:0:4|1001:0:37,0|0|0|0|0|0|0|0|0|0|0|0,1
449,2052:0:3|2054:0:5|2050:1:5:2|1001:0:37|2055:0:2|2032:0:5|2049:1:5:4|2039:1:5:5|2068:0:2|2047:1:5:3|2037:0:5|2053:1:5:3,0|0|0|0|0|0|0|0|0|0|0|0,1
450,2037:1:5:1|2039:1:5:1|1001:0:34|2047:0:5|2049:0:5|2050:0:5|2056:0:2|2012:0:5|2016:0:5|2025:0:5|2031:0:5|2032:0:5,0|0|0|0|0|0|0|0|0|0|0|0,2
451,2063:1:5:5|2039:1:5:5|2053:1:5:5|2035:0:5|2016:0:5|2054:1:5:5|2032:0:5|1001:0:38|2049:1:5:5|2037:1:5:5|2047:1:5:5|2050:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
452,2047:1:3:1|2021:0:3|2049:1:5:5|2041:0:4|2039:0:5|2063:1:4:1|1001:0:37|2026:0:4|2032:0:5|2054:1:5:1|2050:1:3:0|2031:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
453,2037:1:5:1|2032:0:4|2049:1:5:2|2048:0:4|2012:0:5|2047:0:5|1001:0:35|2050:1:5:1|2025:0:5|2039:0:5|2053:0:2|2035:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
454,2052:0:2|2047:1:5:1|2068:1:5:1|2054:1:5:1|1001:0:37|2025:0:3|2049:1:5:5|2050:0:5|2039:1:5:1|2031:0:4|2037:0:5|2032:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
455,2068:1:5:5|2032:0:5|1001:0:38|2047:1:5:2|2049:1:5:5|2050:1:5:5|2053:1:5:2|2054:0:5|2037:1:5:4|2055:1:2:1|2052:0:5|2039:1:5:1,0|0|0|0|0|0|0|0|0|0|0|0,1
456,2054:0:4|2039:0:2|2050:1:2:1|2037:0:5|2053:0:4|2035:0:2|2012:0:4|2025:0:4|2048:0:3|2032:0:4|1001:0:33|2047:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
457,2063:1:2:1|2039:1:5:3|2053:1:5:5|2054:0:5|2049:1:5:5|2012:0:5|2050:1:5:5|2055:0:2|2047:1:5:2|2037:1:5:4|2025:0:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
458,2054:1:5:1|2053:0:2|2049:1:5:5|1001:0:38|2047:1:5:1|2039:1:5:1|2032:0:5|2063:1:5:1|2068:1:5:1|2037:0:5|2031:0:5|2050:1:5:1,0|0|0|0|0|0|0|0|0|0|0|0,1
459,2049:1:5:5|2068:1:2:1|2052:0:2|2039:1:5:1|2054:0:4|2041:0:4|2050:1:5:0|2031:0:5|1001:0:38|2032:0:3|2047:1:5:0|2053:1:5:1,0|0|0|0|0|0|0|0|0|0|0|0,1
460,2050:1:5:5|2063:1:5:1|2047:1:5:1|2039:0:5|2068:1:5:1|2049:1:5:5|2055:1:2:1|2032:0:5|2053:1:5:5|2054:1:5:1|2052:0:2|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,2
461,2039:1:5:0|2052:0:2|2032:0:5|2037:1:5:1|2025:0:5|2048:0:3|2050:1:5:5|1001:0:37|2047:0:5|2053:1:5:4|2049:1:5:1|2054:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
462,2050:1:5:3|2032:0:5|2012:0:5|2049:1:5:5|2039:1:5:2|2037:0:5|2047:1:5:1|2054:0:5|1001:0:36|2025:0:5|2035:0:5|2038:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
463,2053:1:5:3|2047:1:5:1|2016:0:5|2050:1:5:1|2063:1:3:1|2039:1:5:1|2054:0:5|2032:0:5|2068:1:2:1|2049:1:5:5|2052:0:2|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
464,2037:1:5:1|2032:0:5|1001:0:36|2067:0:2|2050:1:5:1|2047:0:5|2012:0:5|2025:0:5|2039:1:5:1|2049:1:5:1|2035:0:5|2028:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
465,2057:1:2:0|2039:1:5:3|2025:0:5|2048:0:5|2053:1:5:5|1001:0:38|2047:1:5:3|2054:1:5:1|2060:1:2:0|2037:1:5:0|2050:1:5:5|2049:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
466,2052:0:2|2068:1:2:1|2031:0:5|2057:0:2|2050:1:5:5|2039:1:5:5|1001:0:38|2047:1:5:1|2032:0:5|2054:1:5:1|2049:1:5:5|2037:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
467,2016:0:5|2039:1:5:0|1001:0:38|2049:1:5:0|2031:0:5|2047:1:5:0|2053:1:2:0|2032:0:5|2050:1:5:1|2025:0:5|2012:0:5|2037:1:5:0,0|0|0|0|0|0|0|0|0|0|0|0,1
468,1001:0:38|2052:0:2|2039:1:5:1|2050:1:5:1|2057:1:2:1|2032:0:5|2053:0:2|2054:0:5|2037:1:5:1|2047:1:5:1|2049:1:5:5|2016:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
469,2012:0:5|2039:0:5|1001:0:33|2016:0:5|2050:0:5|2057:0:2|2037:0:5|2032:0:4|2055:0:2|2049:0:5|2031:0:4|2047:1:5:0,0|0|0|0|0|0|0|0|0|0|0|0,1
470,2047:1:5:0|2039:1:5:2|2068:1:5:1|2054:1:5:1|2049:1:5:5|2063:1:5:3|2067:1:5:1|1001:0:38|2057:0:2|2050:0:5|2032:0:5|2042:0:2,0|0|0|0|0|0|0|0|0|0|0|0,2
471,2037:1:5:2|2047:1:5:5|2068:1:3:1|2053:1:5:5|2055:1:2:1|2051:1:3:1|2054:1:5:1|2063:1:5:1|2039:1:5:5|2049:1:5:5|1001:0:38|2050:1:5:3,0|0|0|0|0|0|0|0|0|0|0|0,1
472,2047:1:5:1|2068:1:5:5|2049:1:5:5|2052:0:5|2054:1:5:0|2051:0:2|2053:1:5:5|2050:1:5:5|2039:1:5:5|2063:1:5:1|2037:0:5|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
473,2068:1:2:0|2057:1:5:2|2063:0:2|2037:1:5:5|2053:1:5:5|2049:1:5:4|2054:1:5:2|1001:0:38|2039:1:5:5|2047:1:5:5|2055:1:5:2|2050:1:5:5,0|0|0|0|0|0|0|0|0|0|0|0,1
474,2050:1:5:2|2025:0:5|2012:0:5|2039:0:5|2037:1:5:0|2057:0:2|2056:0:2|1001:0:34|2049:0:5|2016:0:5|2047:0:5|2031:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
475,2068:1:3:2|2039:1:5:1|2052:0:5|2053:1:5:5|2051:0:2|2049:1:5:2|1001:0:38|2047:1:5:1|2037:0:5|2054:1:5:1|2057:0:2|2050:1:5:2,0|0|0|0|0|0|0|0|0|0|0|0,1
476,2050:1:5:2|2047:1:5:1|2054:1:5:1|1001:0:38|2049:1:5:2|2037:0:5|2051:0:2|2068:1:3:2|2039:1:5:2|2052:0:5|2053:1:5:5|2057:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
477,2039:1:5:2|2037:0:5|2025:0:5|2054:0:5|2050:1:5:2|2049:1:5:5|2047:1:5:1|1001:0:38|2063:1:5:1|2016:0:5|2053:1:5:5|2032:0:5,0|0|0|0|0|0|0|0|0|0|0|0,1
478,1001:0:35|2054:0:5|2049:0:5|2056:0:2|2037:1:5:1|2047:0:5|2050:1:5:5|2035:0:5|2012:0:5|2016:0:5|2039:1:5:2|2055:1:2:0,0|0|0|0|0|0|0|0|0|0|0|0,1
479,2049:1:5:5|2054:0:2|2039:1:5:2|2041:0:4|2016:0:4|2047:1:5:2|2053:1:5:2|2032:0:4|2025:0:2|2037:0:5|2050:0:3|1001:0:36,0|0|0|0|0|0|0|0|0|0|0|0,1
480,2039:1:5:2|2053:1:5:2|2049:1:5:5|2041:0:4|2016:0:4|2025:0:2|2047:1:5:1|2054:0:2|2032:0:4|1001:0:36|2037:0:5|2050:0:3,0|0|0|0|0|0|0|0|0|0|0|0,2
481,1001:0:38|2037:1:5:1|2032:0:5|2049:1:5:5|2039:1:5:2|2016:0:5|2057:1:2:1|2054:0:5|2050:1:5:1|2052:0:2|2053:0:2|2047:1:5:2,0|0|0|0|0|0|0|0|0|0|0|0,1
482,1001:0:38|2053:0:2|2050:1:5:1|2049:1:5:5|2057:1:2:1|2016:0:5|2054:1:5:2|2039:1:5:2|2037:1:5:1|2047:1:5:1|2032:0:5|2052:0:2,0|0|0|0|0|0|0|0|0|0|0|0,1
483,2037:1:5:1|2032:0:5|2052:0:2|1001:0:38|2016:0:5|2039:1:5:1|2050:1:5:1|2047:1:5:1|2057:1:2:1|2053:0:2|2049:1:5:5|2054:1:5:2,0|0|0|0|0|0|0|0|0|0|0|0,1
484,2057:1:2:1|2054:0:5|2032:0:5|2037:1:5:1|2049:1:5:5|2050:1:5:2|2039:1:5:1|2052:0:2|2016:0:5|2047:1:5:1|2053:0:2|1001:0:38,0|0|0|0|0|0|0|0|0|0|0|0,1
485,2016:0:5|1001:0:34|2035:0:2|2032:0:5|2039:0:5|2047:0:5|2037:0:5|2054:0:4|2053:0:2|2050:1:5:2|2049:1:4:1|2025:0:4,0|0|0|0|0|0|0|0|0|0|0|0,1
