dungeon_id,boss_monster_npc_id_list,normal_monster_npc_id_list,armor_drop_rate_when_offline_fight,bg_path,name,map_id,reward
1218,12436|12435,1473|1474,12,ShenZhiXiaGu,41-18,41,
1219,12438|12437,1475|1476,12,ShenZhiXiaGu,41-19,41,
1220,12440|12439,1477|1478,12,ShenZhiXiaGu,41-20,41,5:3000214:500
1221,12442|12441,1479|1480,12,ShenZhiXiaGu,41-21,41,
1222,12444|12443,1481|1482,12,ShenZhiXiaGu,41-22,41,
1223,12446|12445,1483|1484,12,ShenZhiXiaGu,41-23,41,
1224,12448|12447,1475|1476,12,ShenZhiXiaGu,41-24,41,
1225,12450|12449,1477|1478,12,ShenZhiXiaGu,41-25,41,1:2:200
1226,12452|12451,1479|1480,12,ShenZhiXiaGu,41-26,41,
1227,12454|12453,1481|1482,12,ShenZhiXiaGu,41-27,41,
1228,12456|12455,1483|1484,12,ShenZhiXiaGu,41-28,41,
1229,12458|12457,1475|1476,12,ShenZhiXiaGu,41-29,41,
1230,12460|12459,1477|1478,12,ShenZhiXiaGu,41-30,41,5:3000027:5
1231,12462|12461,1479|1480,12,KunLunTianGong,42-1,42,
1232,12464|12463,1481|1482,12,KunLunTianGong,42-2,42,
1233,12466|12465,1483|1484,12,KunLunTianGong,42-3,42,
1234,12468|12467,1475|1476,12,KunLunTianGong,42-4,42,
1235,12470|12469,1477|1478,12,KunLunTianGong,42-5,42,1:2:100
1236,12472|12471,1479|1480,12,KunLunTianGong,42-6,42,
1237,12474|12473,1481|1482,12,KunLunTianGong,42-7,42,
1238,12476|12475,1483|1484,12,KunLunTianGong,42-8,42,
1239,12478|12477,1485|1486,12,KunLunTianGong,42-9,42,
1240,12480|12479,1487|1488,12,KunLunTianGong,42-10,42,5:3000214:500
1241,12482|12481,1489|1490,12,KunLunTianGong,42-11,42,
1242,12484|12483,1491|1492,12,KunLunTianGong,42-12,42,
1243,12486|12485,1493|1494,12,KunLunTianGong,42-13,42,
1244,12488|12487,1485|1486,12,KunLunTianGong,42-14,42,
1245,12490|12489,1487|1488,12,KunLunTianGong,42-15,42,1:2:100
1246,12492|12491,1489|1490,12,KunLunTianGong,42-16,42,
1247,12494|12493,1491|1492,12,KunLunTianGong,42-17,42,
1248,12496|12495,1493|1494,12,KunLunTianGong,42-18,42,
1249,12498|12497,1485|1486,12,KunLunTianGong,42-19,42,
1250,12500|12499,1487|1488,12,KunLunTianGong,42-20,42,5:3000214:500
1251,12502|12501,1489|1490,12,KunLunTianGong,42-21,42,
1252,12504|12503,1491|1492,12,KunLunTianGong,42-22,42,
1253,12506|12505,1493|1494,12,KunLunTianGong,42-23,42,
1254,12508|12507,1485|1486,12,KunLunTianGong,42-24,42,
1255,12510|12509,1487|1488,12,KunLunTianGong,42-25,42,1:2:200
1256,12512|12511,1489|1490,12,KunLunTianGong,42-26,42,
1257,12514|12513,1491|1492,12,KunLunTianGong,42-27,42,
1258,12516|12515,1493|1494,12,KunLunTianGong,42-28,42,
1259,12518|12517,1495|1496,12,KunLunTianGong,42-29,42,
1260,12520|12519,1497|1498,12,KunLunTianGong,42-30,42,5:3000027:5
1261,12522|12521,1499|1500,12,RanShaoLianYu,43-1,43,
1262,12524|12523,1501|1502,12,RanShaoLianYu,43-2,43,
1263,12526|12525,1503|1504,12,RanShaoLianYu,43-3,43,
1264,12528|12527,1495|1496,12,RanShaoLianYu,43-4,43,
1265,12530|12529,1497|1498,12,RanShaoLianYu,43-5,43,1:2:100
1266,12532|12531,1499|1500,12,RanShaoLianYu,43-6,43,
1267,12534|12533,1501|1502,12,RanShaoLianYu,43-7,43,
1268,12536|12535,1503|1504,12,RanShaoLianYu,43-8,43,
1269,12538|12537,1495|1496,12,RanShaoLianYu,43-9,43,
1270,12540|12539,1497|1498,12,RanShaoLianYu,43-10,43,5:3000214:500
1271,12542|12541,1499|1500,12,RanShaoLianYu,43-11,43,
1272,12544|12543,1501|1502,12,RanShaoLianYu,43-12,43,
1273,12546|12545,1503|1504,12,RanShaoLianYu,43-13,43,
1274,12548|12547,1495|1496,12,RanShaoLianYu,43-14,43,
1275,12550|12549,1497|1498,12,RanShaoLianYu,43-15,43,1:2:100
1276,12552|12551,1499|1500,12,RanShaoLianYu,43-16,43,
1277,12554|12553,1501|1502,12,RanShaoLianYu,43-17,43,
1278,12556|12555,1503|1504,12,RanShaoLianYu,43-18,43,
1279,12558|12557,1505|1506,12,RanShaoLianYu,43-19,43,
1280,12560|12559,1507|1508,12,RanShaoLianYu,43-20,43,5:3000214:500
1281,12562|12561,1509|1510,12,RanShaoLianYu,43-21,43,
1282,12564|12563,1511|1512,12,RanShaoLianYu,43-22,43,
1283,12566|12565,1513|1514,12,RanShaoLianYu,43-23,43,
1284,12568|12567,1505|1506,12,RanShaoLianYu,43-24,43,
1285,12570|12569,1507|1508,12,RanShaoLianYu,43-25,43,1:2:200
1286,12572|12571,1509|1510,12,RanShaoLianYu,43-26,43,
1287,12574|12573,1511|1512,12,RanShaoLianYu,43-27,43,
1288,12576|12575,1513|1514,12,RanShaoLianYu,43-28,43,
1289,12578|12577,1505|1506,12,RanShaoLianYu,43-29,43,
1290,12580|12579,1507|1508,12,RanShaoLianYu,43-30,43,5:3000027:5
1291,12582|12581,1509|1510,12,XueChengBao,44-1,44,
1292,12584|12583,1511|1512,12,XueChengBao,44-2,44,
1293,12586|12585,1513|1514,12,XueChengBao,44-3,44,
1294,12588|12587,1505|1506,12,XueChengBao,44-4,44,
1295,12590|12589,1507|1508,12,XueChengBao,44-5,44,1:2:100
1296,12592|12591,1509|1510,12,XueChengBao,44-6,44,
1297,12594|12593,1511|1512,12,XueChengBao,44-7,44,
1298,12596|12595,1513|1514,12,XueChengBao,44-8,44,
1299,12598|12597,1515|1516,12,XueChengBao,44-9,44,
1300,12600|12599,1517|1518,12,XueChengBao,44-10,44,5:3000214:500
1301,12602|12601,1519|1520,12,XueChengBao,44-11,44,
1302,12604|12603,1521|1522,12,XueChengBao,44-12,44,
1303,12606|12605,1523|1524,12,XueChengBao,44-13,44,
1304,12608|12607,1515|1516,12,XueChengBao,44-14,44,
1305,12610|12609,1517|1518,12,XueChengBao,44-15,44,1:2:100
1306,12612|12611,1519|1520,12,XueChengBao,44-16,44,
1307,12614|12613,1521|1522,12,XueChengBao,44-17,44,
1308,12616|12615,1523|1524,12,XueChengBao,44-18,44,
1309,12618|12617,1515|1516,12,XueChengBao,44-19,44,
1310,12620|12619,1517|1518,12,XueChengBao,44-20,44,5:3000214:500
1311,12622|12621,1519|1520,12,XueChengBao,44-21,44,
1312,12624|12623,1521|1522,12,XueChengBao,44-22,44,
1313,12626|12625,1523|1524,12,XueChengBao,44-23,44,
1314,12628|12627,1515|1516,12,XueChengBao,44-24,44,
1315,12630|12629,1517|1518,12,XueChengBao,44-25,44,1:2:200
1316,12632|12631,1519|1520,12,XueChengBao,44-26,44,
1317,12634|12633,1521|1522,12,XueChengBao,44-27,44,
1318,12636|12635,1523|1524,12,XueChengBao,44-28,44,
1319,12638|12637,1515|1516,12,XueChengBao,44-29,44,
1320,12640|12639,1517|1518,12,XueChengBao,44-30,44,5:3000027:5
1321,12642|12641,1519|1520,12,ShenYuanZhiLv,45-1,45,
1322,12644|12643,1521|1522,12,ShenYuanZhiLv,45-2,45,
1323,12646|12645,1523|1524,12,ShenYuanZhiLv,45-3,45,
1324,12648|12647,1515|1516,12,ShenYuanZhiLv,45-4,45,
1325,12650|12649,1517|1518,12,ShenYuanZhiLv,45-5,45,1:2:100
1326,12652|12651,1519|1520,12,ShenYuanZhiLv,45-6,45,
1327,12654|12653,1521|1522,12,ShenYuanZhiLv,45-7,45,
1328,12656|12655,1523|1524,12,ShenYuanZhiLv,45-8,45,
1329,12658|12657,1515|1516,12,ShenYuanZhiLv,45-9,45,
1330,12660|12659,1517|1518,12,ShenYuanZhiLv,45-10,45,5:3000214:500
1331,12662|12661,1519|1520,12,ShenYuanZhiLv,45-11,45,
1332,12664|12663,1521|1522,12,ShenYuanZhiLv,45-12,45,
1333,12666|12665,1523|1524,12,ShenYuanZhiLv,45-13,45,
1334,12668|12667,1515|1516,12,ShenYuanZhiLv,45-14,45,
1335,12670|12669,1517|1518,12,ShenYuanZhiLv,45-15,45,1:2:100
1336,12672|12671,1519|1520,12,ShenYuanZhiLv,45-16,45,
1337,12674|12673,1521|1522,12,ShenYuanZhiLv,45-17,45,
1338,12676|12675,1523|1524,12,ShenYuanZhiLv,45-18,45,
1339,12678|12677,1515|1516,12,ShenYuanZhiLv,45-19,45,
1340,12680|12679,1517|1518,12,ShenYuanZhiLv,45-20,45,5:3000214:500
1341,12682|12681,1519|1520,12,ShenYuanZhiLv,45-21,45,
1342,12684|12683,1521|1522,12,ShenYuanZhiLv,45-22,45,
1343,12686|12685,1523|1524,12,ShenYuanZhiLv,45-23,45,
1344,12688|12687,1515|1516,12,ShenYuanZhiLv,45-24,45,
1345,12690|12689,1517|1518,12,ShenYuanZhiLv,45-25,45,1:2:200
1346,12692|12691,1519|1520,12,ShenYuanZhiLv,45-26,45,
1347,12694|12693,1521|1522,12,ShenYuanZhiLv,45-27,45,
1348,12696|12695,1523|1524,12,ShenYuanZhiLv,45-28,45,
1349,12698|12697,1521|1522,12,ShenYuanZhiLv,45-29,45,
1350,12700|12699,1523|1524,12,ShenYuanZhiLv,45-30,45,5:3000027:5
1351,12702|12701,1515|1516,12,KunLunTianGong,46-1,46,
1352,12704|12703,1517|1518,12,KunLunTianGong,46-2,46,
1353,12706|12705,1519|1520,12,KunLunTianGong,46-3,46,
1354,12708|12707,1521|1522,12,KunLunTianGong,46-4,46,
1355,12710|12709,1523|1524,12,KunLunTianGong,46-5,46,1:2:100
1356,12712|12711,1515|1516,12,KunLunTianGong,46-6,46,
1357,12714|12713,1517|1518,12,KunLunTianGong,46-7,46,
1358,12716|12715,1519|1520,12,KunLunTianGong,46-8,46,
1359,12718|12717,1521|1522,12,KunLunTianGong,46-9,46,
1360,12720|12719,1523|1524,12,KunLunTianGong,46-10,46,5:3000214:500
1361,12722|12721,1515|1516,12,KunLunTianGong,46-11,46,
1362,12724|12723,1517|1518,12,KunLunTianGong,46-12,46,
1363,12726|12725,1519|1520,12,KunLunTianGong,46-13,46,
1364,12728|12727,1521|1522,12,KunLunTianGong,46-14,46,
1365,12730|12729,1523|1524,12,KunLunTianGong,46-15,46,1:2:100
1366,12732|12731,1515|1516,12,KunLunTianGong,46-16,46,
1367,12734|12733,1517|1518,12,KunLunTianGong,46-17,46,
1368,12736|12735,1519|1520,12,KunLunTianGong,46-18,46,
1369,12738|12737,1521|1522,12,KunLunTianGong,46-19,46,
1370,12740|12739,1523|1524,12,KunLunTianGong,46-20,46,5:3000214:500
1371,12742|12741,1515|1516,12,KunLunTianGong,46-21,46,
1372,12744|12743,1517|1518,12,KunLunTianGong,46-22,46,
1373,12746|12745,1519|1520,12,KunLunTianGong,46-23,46,
1374,12748|12747,1521|1522,12,KunLunTianGong,46-24,46,
1375,12750|12749,1523|1524,12,KunLunTianGong,46-25,46,1:2:200
1376,12752|12751,1515|1516,12,KunLunTianGong,46-26,46,
1377,12754|12753,1517|1518,12,KunLunTianGong,46-27,46,
1378,12756|12755,1519|1520,12,KunLunTianGong,46-28,46,
1379,12758|12757,1521|1522,12,KunLunTianGong,46-29,46,
1380,12760|12759,1523|1524,12,KunLunTianGong,46-30,46,5:3000027:5
1381,12762|12761,1515|1516,12,DaJinZiTa,47-1,47,
1382,12764|12763,1517|1518,12,DaJinZiTa,47-2,47,
1383,12766|12765,1519|1520,12,DaJinZiTa,47-3,47,
1384,12768|12767,1521|1522,12,DaJinZiTa,47-4,47,
1385,12770|12769,1523|1524,12,DaJinZiTa,47-5,47,1:2:100
1386,12772|12771,1515|1516,12,DaJinZiTa,47-6,47,
1387,12774|12773,1517|1518,12,DaJinZiTa,47-7,47,
1388,12776|12775,1519|1520,12,DaJinZiTa,47-8,47,
1389,12778|12777,1521|1522,12,DaJinZiTa,47-9,47,
1390,12780|12779,1523|1524,12,DaJinZiTa,47-10,47,5:3000214:500
1391,12782|12781,1515|1516,12,DaJinZiTa,47-11,47,
1392,12784|12783,1517|1518,12,DaJinZiTa,47-12,47,
1393,12786|12785,1519|1520,12,DaJinZiTa,47-13,47,
1394,12788|12787,1521|1522,12,DaJinZiTa,47-14,47,
1395,12790|12789,1523|1524,12,DaJinZiTa,47-15,47,1:2:100
1396,12792|12791,1521|1522,12,DaJinZiTa,47-16,47,
1397,12794|12793,1523|1524,12,DaJinZiTa,47-17,47,
1398,12796|12795,1515|1516,12,DaJinZiTa,47-18,47,
1399,12798|12797,1517|1518,12,DaJinZiTa,47-19,47,
1400,12800|12799,1519|1520,12,DaJinZiTa,47-20,47,5:3000214:500
1401,12802|12801,1521|1522,12,DaJinZiTa,47-21,47,
1402,12804|12803,1523|1524,12,DaJinZiTa,47-22,47,
1403,12806|12805,1515|1516,12,DaJinZiTa,47-23,47,
1404,12808|12807,1517|1518,12,DaJinZiTa,47-24,47,
1405,12810|12809,1519|1520,12,DaJinZiTa,47-25,47,1:2:200
1406,12812|12811,1521|1522,12,DaJinZiTa,47-26,47,
1407,12814|12813,1523|1524,12,DaJinZiTa,47-27,47,
1408,12816|12815,1515|1516,12,DaJinZiTa,47-28,47,
1409,12818|12817,1517|1518,12,DaJinZiTa,47-29,47,
1410,12820|12819,1519|1520,12,DaJinZiTa,47-30,47,5:3000027:5
