layer,reward,reward_first,normal_monster_npc_id_list,multi_npc_id_list_array[0],multi_npc_id_list_array[1],max_round,desc
580,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3580|3580|3580|3580|3580|3580,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
581,1:1:150000,1:1:41000|1:4:10,3581|3581|3581|3581|3581|3581,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
582,1:1:150000,1:1:41000|1:4:10,3582|3582|3582|3582|3582|3582,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
583,1:1:150000,1:1:41000|1:4:10,3583|3583|3583|3583|3583|3583,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
584,1:1:150000,1:1:41000|1:4:10,3584|3584|3584|3584|3584|3584,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
585,1:1:150000,1:1:41000|1:4:10,3585|3585|3585|3585|3585|3585,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
586,1:1:150000,1:1:41000|1:4:10,3586|3586|3586|3586|3586|3586,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
587,1:1:150000,1:1:41000|1:4:10,3587|3587|3587|3587|3587|3587,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
588,1:1:150000,1:1:41000|1:4:10,3588|3588|3588|3588|3588|3588,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
589,1:1:150000,1:1:41000|1:4:10,3589|3589|3589|3589|3589|3589,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
590,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3590|3590|3590|3590|3590|3590,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
591,1:1:150000,1:1:41000|1:4:10,3591|3591|3591|3591|3591|3591,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
592,1:1:150000,1:1:41000|1:4:10,3592|3592|3592|3592|3592|3592,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
593,1:1:150000,1:1:41000|1:4:10,3593|3593|3593|3593|3593|3593,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
594,1:1:150000,1:1:41000|1:4:10,3594|3594|3594|3594|3594|3594,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
595,1:1:150000,1:1:41000|1:4:10,3595|3595|3595|3595|3595|3595,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
596,1:1:150000,1:1:41000|1:4:10,3596|3596|3596|3596|3596|3596,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
597,1:1:150000,1:1:41000|1:4:10,3597|3597|3597|3597|3597|3597,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
598,1:1:150000,1:1:41000|1:4:10,3598|3598|3598|3598|3598|3598,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
599,1:1:150000,1:1:41000|1:4:10,3599|3599|3599|3599|3599|3599,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
600,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3600|3600|3600|3600|3600|3600,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
601,1:1:150000,1:1:41000|1:4:10,3601|3601|3601|3601|3601|3601,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
602,1:1:150000,1:1:41000|1:4:10,3602|3602|3602|3602|3602|3602,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
603,1:1:150000,1:1:41000|1:4:10,3603|3603|3603|3603|3603|3603,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
604,1:1:150000,1:1:41000|1:4:10,3604|3604|3604|3604|3604|3604,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
605,1:1:150000,1:1:41000|1:4:10,3605|3605|3605|3605|3605|3605,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
606,1:1:150000,1:1:41000|1:4:10,3606|3606|3606|3606|3606|3606,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
607,1:1:150000,1:1:41000|1:4:10,3607|3607|3607|3607|3607|3607,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
608,1:1:150000,1:1:41000|1:4:10,3608|3608|3608|3608|3608|3608,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
609,1:1:150000,1:1:41000|1:4:10,3609|3609|3609|3609|3609|3609,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
610,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3610|3610|3610|3610|3610|3610,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
611,1:1:150000,1:1:41000|1:4:10,3611|3611|3611|3611|3611|3611,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
612,1:1:150000,1:1:41000|1:4:10,3612|3612|3612|3612|3612|3612,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
613,1:1:150000,1:1:41000|1:4:10,3613|3613|3613|3613|3613|3613,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
614,1:1:150000,1:1:41000|1:4:10,3614|3614|3614|3614|3614|3614,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
615,1:1:150000,1:1:41000|1:4:10,3615|3615|3615|3615|3615|3615,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
616,1:1:150000,1:1:41000|1:4:10,3616|3616|3616|3616|3616|3616,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
617,1:1:150000,1:1:41000|1:4:10,3617|3617|3617|3617|3617|3617,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
618,1:1:150000,1:1:41000|1:4:10,3618|3618|3618|3618|3618|3618,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
619,1:1:150000,1:1:41000|1:4:10,3619|3619|3619|3619|3619|3619,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
620,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3620|3620|3620|3620|3620|3620,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
621,1:1:150000,1:1:41000|1:4:10,3621|3621|3621|3621|3621|3621,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
622,1:1:150000,1:1:41000|1:4:10,3622|3622|3622|3622|3622|3622,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
623,1:1:150000,1:1:41000|1:4:10,3623|3623|3623|3623|3623|3623,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
624,1:1:150000,1:1:41000|1:4:10,3624|3624|3624|3624|3624|3624,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
625,1:1:150000,1:1:41000|1:4:10,3625|3625|3625|3625|3625|3625,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
626,1:1:150000,1:1:41000|1:4:10,3626|3626|3626|3626|3626|3626,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
627,1:1:150000,1:1:41000|1:4:10,3627|3627|3627|3627|3627|3627,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
628,1:1:150000,1:1:41000|1:4:10,3628|3628|3628|3628|3628|3628,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
629,1:1:150000,1:1:41000|1:4:10,3629|3629|3629|3629|3629|3629,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
630,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3630|3630|3630|3630|3630|3630,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
631,1:1:150000,1:1:41000|1:4:10,3631|3631|3631|3631|3631|3631,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
632,1:1:150000,1:1:41000|1:4:10,3632|3632|3632|3632|3632|3632,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
633,1:1:150000,1:1:41000|1:4:10,3633|3633|3633|3633|3633|3633,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
634,1:1:150000,1:1:41000|1:4:10,3634|3634|3634|3634|3634|3634,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
635,1:1:150000,1:1:41000|1:4:10,3635|3635|3635|3635|3635|3635,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
636,1:1:150000,1:1:41000|1:4:10,3636|3636|3636|3636|3636|3636,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
637,1:1:150000,1:1:41000|1:4:10,3637|3637|3637|3637|3637|3637,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
638,1:1:150000,1:1:41000|1:4:10,3638|3638|3638|3638|3638|3638,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
639,1:1:150000,1:1:41000|1:4:10,3639|3639|3639|3639|3639|3639,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
640,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3640|3640|3640|3640|3640|3640,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
641,1:1:150000,1:1:41000|1:4:10,3641|3641|3641|3641|3641|3641,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
642,1:1:150000,1:1:41000|1:4:10,3642|3642|3642|3642|3642|3642,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
643,1:1:150000,1:1:41000|1:4:10,3643|3643|3643|3643|3643|3643,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
644,1:1:150000,1:1:41000|1:4:10,3644|3644|3644|3644|3644|3644,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
645,1:1:150000,1:1:41000|1:4:10,3645|3645|3645|3645|3645|3645,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
646,1:1:150000,1:1:41000|1:4:10,3646|3646|3646|3646|3646|3646,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
647,1:1:150000,1:1:41000|1:4:10,3647|3647|3647|3647|3647|3647,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
648,1:1:150000,1:1:41000|1:4:10,3648|3648|3648|3648|3648|3648,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
649,1:1:150000,1:1:41000|1:4:10,3649|3649|3649|3649|3649|3649,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
650,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3650|3650|3650|3650|3650|3650,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
651,1:1:150000,1:1:41000|1:4:10,3651|3651|3651|3651|3651|3651,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
652,1:1:150000,1:1:41000|1:4:10,3652|3652|3652|3652|3652|3652,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
653,1:1:150000,1:1:41000|1:4:10,3653|3653|3653|3653|3653|3653,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
654,1:1:150000,1:1:41000|1:4:10,3654|3654|3654|3654|3654|3654,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
655,1:1:150000,1:1:41000|1:4:10,3655|3655|3655|3655|3655|3655,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
656,1:1:150000,1:1:41000|1:4:10,3656|3656|3656|3656|3656|3656,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
657,1:1:150000,1:1:41000|1:4:10,3657|3657|3657|3657|3657|3657,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
658,1:1:150000,1:1:41000|1:4:10,3658|3658|3658|3658|3658|3658,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
659,1:1:150000,1:1:41000|1:4:10,3659|3659|3659|3659|3659|3659,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
660,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3660|3660|3660|3660|3660|3660,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
661,1:1:150000,1:1:41000|1:4:10,3661|3661|3661|3661|3661|3661,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
662,1:1:150000,1:1:41000|1:4:10,3662|3662|3662|3662|3662|3662,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
663,1:1:150000,1:1:41000|1:4:10,3663|3663|3663|3663|3663|3663,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
664,1:1:150000,1:1:41000|1:4:10,3664|3664|3664|3664|3664|3664,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
665,1:1:150000,1:1:41000|1:4:10,3665|3665|3665|3665|3665|3665,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
666,1:1:150000,1:1:41000|1:4:10,3666|3666|3666|3666|3666|3666,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
667,1:1:150000,1:1:41000|1:4:10,3667|3667|3667|3667|3667|3667,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
668,1:1:150000,1:1:41000|1:4:10,3668|3668|3668|3668|3668|3668,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
669,1:1:150000,1:1:41000|1:4:10,3669|3669|3669|3669|3669|3669,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
670,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3670|3670|3670|3670|3670|3670,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
671,1:1:150000,1:1:41000|1:4:10,3671|3671|3671|3671|3671|3671,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
672,1:1:150000,1:1:41000|1:4:10,3672|3672|3672|3672|3672|3672,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
673,1:1:150000,1:1:41000|1:4:10,3673|3673|3673|3673|3673|3673,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
674,1:1:150000,1:1:41000|1:4:10,3674|3674|3674|3674|3674|3674,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
675,1:1:150000,1:1:41000|1:4:10,3675|3675|3675|3675|3675|3675,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
676,1:1:150000,1:1:41000|1:4:10,3676|3676|3676|3676|3676|3676,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
677,1:1:150000,1:1:41000|1:4:10,3677|3677|3677|3677|3677|3677,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
678,1:1:150000,1:1:41000|1:4:10,3678|3678|3678|3678|3678|3678,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
679,1:1:150000,1:1:41000|1:4:10,3679|3679|3679|3679|3679|3679,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
680,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3680|3680|3680|3680|3680|3680,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
681,1:1:150000,1:1:41000|1:4:10,3681|3681|3681|3681|3681|3681,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
682,1:1:150000,1:1:41000|1:4:10,3682|3682|3682|3682|3682|3682,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
683,1:1:150000,1:1:41000|1:4:10,3683|3683|3683|3683|3683|3683,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
684,1:1:150000,1:1:41000|1:4:10,3684|3684|3684|3684|3684|3684,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
685,1:1:150000,1:1:41000|1:4:10,3685|3685|3685|3685|3685|3685,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
686,1:1:150000,1:1:41000|1:4:10,3686|3686|3686|3686|3686|3686,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
687,1:1:150000,1:1:41000|1:4:10,3687|3687|3687|3687|3687|3687,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
688,1:1:150000,1:1:41000|1:4:10,3688|3688|3688|3688|3688|3688,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
689,1:1:150000,1:1:41000|1:4:10,3689|3689|3689|3689|3689|3689,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
690,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3690|3690|3690|3690|3690|3690,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
691,1:1:150000,1:1:41000|1:4:10,3691|3691|3691|3691|3691|3691,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
692,1:1:150000,1:1:41000|1:4:10,3692|3692|3692|3692|3692|3692,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
693,1:1:150000,1:1:41000|1:4:10,3693|3693|3693|3693|3693|3693,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
694,1:1:150000,1:1:41000|1:4:10,3694|3694|3694|3694|3694|3694,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
695,1:1:150000,1:1:41000|1:4:10,3695|3695|3695|3695|3695|3695,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
696,1:1:150000,1:1:41000|1:4:10,3696|3696|3696|3696|3696|3696,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
697,1:1:150000,1:1:41000|1:4:10,3697|3697|3697|3697|3697|3697,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
698,1:1:150000,1:1:41000|1:4:10,3698|3698|3698|3698|3698|3698,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
699,1:1:150000,1:1:41000|1:4:10,3699|3699|3699|3699|3699|3699,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
700,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3700|3700|3700|3700|3700|3700,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
701,1:1:150000,1:1:41000|1:4:10,3701|3701|3701|3701|3701|3701,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
702,1:1:150000,1:1:41000|1:4:10,3702|3702|3702|3702|3702|3702,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
703,1:1:150000,1:1:41000|1:4:10,3703|3703|3703|3703|3703|3703,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
704,1:1:150000,1:1:41000|1:4:10,3704|3704|3704|3704|3704|3704,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
705,1:1:150000,1:1:41000|1:4:10,3705|3705|3705|3705|3705|3705,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
706,1:1:150000,1:1:41000|1:4:10,3706|3706|3706|3706|3706|3706,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
707,1:1:150000,1:1:41000|1:4:10,3707|3707|3707|3707|3707|3707,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
708,1:1:150000,1:1:41000|1:4:10,3708|3708|3708|3708|3708|3708,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
709,1:1:150000,1:1:41000|1:4:10,3709|3709|3709|3709|3709|3709,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
710,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3710|3710|3710|3710|3710|3710,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
711,1:1:150000,1:1:41000|1:4:10,3711|3711|3711|3711|3711|3711,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
712,1:1:150000,1:1:41000|1:4:10,3712|3712|3712|3712|3712|3712,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
713,1:1:150000,1:1:41000|1:4:10,3713|3713|3713|3713|3713|3713,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
714,1:1:150000,1:1:41000|1:4:10,3714|3714|3714|3714|3714|3714,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
715,1:1:150000,1:1:41000|1:4:10,3715|3715|3715|3715|3715|3715,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
716,1:1:150000,1:1:41000|1:4:10,3716|3716|3716|3716|3716|3716,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
717,1:1:150000,1:1:41000|1:4:10,3717|3717|3717|3717|3717|3717,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
718,1:1:150000,1:1:41000|1:4:10,3718|3718|3718|3718|3718|3718,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
719,1:1:150000,1:1:41000|1:4:10,3719|3719|3719|3719|3719|3719,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
720,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3720|3720|3720|3720|3720|3720,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
721,1:1:150000,1:1:41000|1:4:10,3721|3721|3721|3721|3721|3721,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
722,1:1:150000,1:1:41000|1:4:10,3722|3722|3722|3722|3722|3722,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
723,1:1:150000,1:1:41000|1:4:10,3723|3723|3723|3723|3723|3723,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
724,1:1:150000,1:1:41000|1:4:10,3724|3724|3724|3724|3724|3724,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
725,1:1:150000,1:1:41000|1:4:10,3725|3725|3725|3725|3725|3725,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
726,1:1:150000,1:1:41000|1:4:10,3726|3726|3726|3726|3726|3726,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
727,1:1:150000,1:1:41000|1:4:10,3727|3727|3727|3727|3727|3727,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
728,1:1:150000,1:1:41000|1:4:10,3728|3728|3728|3728|3728|3728,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
729,1:1:150000,1:1:41000|1:4:10,3729|3729|3729|3729|3729|3729,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
730,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3730|3730|3730|3730|3730|3730,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
731,1:1:150000,1:1:41000|1:4:10,3731|3731|3731|3731|3731|3731,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
732,1:1:150000,1:1:41000|1:4:10,3732|3732|3732|3732|3732|3732,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
733,1:1:150000,1:1:41000|1:4:10,3733|3733|3733|3733|3733|3733,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
734,1:1:150000,1:1:41000|1:4:10,3734|3734|3734|3734|3734|3734,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
735,1:1:150000,1:1:41000|1:4:10,3735|3735|3735|3735|3735|3735,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
736,1:1:150000,1:1:41000|1:4:10,3736|3736|3736|3736|3736|3736,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
737,1:1:150000,1:1:41000|1:4:10,3737|3737|3737|3737|3737|3737,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
738,1:1:150000,1:1:41000|1:4:10,3738|3738|3738|3738|3738|3738,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
739,1:1:150000,1:1:41000|1:4:10,3739|3739|3739|3739|3739|3739,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
740,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3740|3740|3740|3740|3740|3740,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
741,1:1:150000,1:1:41000|1:4:10,3741|3741|3741|3741|3741|3741,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
742,1:1:150000,1:1:41000|1:4:10,3742|3742|3742|3742|3742|3742,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
743,1:1:150000,1:1:41000|1:4:10,3743|3743|3743|3743|3743|3743,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
744,1:1:150000,1:1:41000|1:4:10,3744|3744|3744|3744|3744|3744,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
745,1:1:150000,1:1:41000|1:4:10,3745|3745|3745|3745|3745|3745,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
746,1:1:150000,1:1:41000|1:4:10,3746|3746|3746|3746|3746|3746,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
747,1:1:150000,1:1:41000|1:4:10,3747|3747|3747|3747|3747|3747,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
748,1:1:150000,1:1:41000|1:4:10,3748|3748|3748|3748|3748|3748,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
749,1:1:150000,1:1:41000|1:4:10,3749|3749|3749|3749|3749|3749,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
750,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3750|3750|3750|3750|3750|3750,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
751,1:1:150000,1:1:41000|1:4:10,3751|3751|3751|3751|3751|3751,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
752,1:1:150000,1:1:41000|1:4:10,3752|3752|3752|3752|3752|3752,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
753,1:1:150000,1:1:41000|1:4:10,3753|3753|3753|3753|3753|3753,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
754,1:1:150000,1:1:41000|1:4:10,3754|3754|3754|3754|3754|3754,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
755,1:1:150000,1:1:41000|1:4:10,3755|3755|3755|3755|3755|3755,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
756,1:1:150000,1:1:41000|1:4:10,3756|3756|3756|3756|3756|3756,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
757,1:1:150000,1:1:41000|1:4:10,3757|3757|3757|3757|3757|3757,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
758,1:1:150000,1:1:41000|1:4:10,3758|3758|3758|3758|3758|3758,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
759,1:1:150000,1:1:41000|1:4:10,3759|3759|3759|3759|3759|3759,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
760,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3760|3760|3760|3760|3760|3760,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
761,1:1:150000,1:1:41000|1:4:10,3761|3761|3761|3761|3761|3761,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
762,1:1:150000,1:1:41000|1:4:10,3762|3762|3762|3762|3762|3762,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
763,1:1:150000,1:1:41000|1:4:10,3763|3763|3763|3763|3763|3763,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
764,1:1:150000,1:1:41000|1:4:10,3764|3764|3764|3764|3764|3764,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
765,1:1:150000,1:1:41000|1:4:10,3765|3765|3765|3765|3765|3765,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
766,1:1:150000,1:1:41000|1:4:10,3766|3766|3766|3766|3766|3766,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
767,1:1:150000,1:1:41000|1:4:10,3767|3767|3767|3767|3767|3767,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
768,1:1:150000,1:1:41000|1:4:10,3768|3768|3768|3768|3768|3768,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
769,1:1:150000,1:1:41000|1:4:10,3769|3769|3769|3769|3769|3769,,,30,"Enchanted mage,willing to sacrifice anything to improve her magic"
770,1:1:150000|5:1000004:33,1:1:41000|1:4:10|5:3000009:1,3770|3770|3770|3770|3770|3770,,,30,"The bow and arrow is her life, and no arrow is shot in vain"
771,1:1:150000,1:1:41000|1:4:10,3771|3771|3771|3771|3771|3771,,,30,"As  long as the eyes of brave fighters meet,they will ask for a fight"
