idx,skin_id,state,girl_dialog,switch_1,switch_2,girl_dialog_after_switch1,girl_dialog_after_switch2,sound,sound_after_switch1,sound_after_switch2,award,favorability
305,102076000,3,我是不是和其他的神明不太一样？,是不太一样！,没有什么不一样啊！,与众不同才是我的原则！你一定也喜欢这样的我吧？,难道你不觉得，我比其他女神更美吗？,,,,,10
306,102076000,1,为人处世不必太严肃，身为神明，最重要的就是及时行乐！你觉得呢？,我认可你的想法。,我觉得凡事还是较真点好！,总算有一个和我想法相同的人了！我想我们之间会相处得很愉快的。,原来你是个严肃的人啊？那我希望，你在和我相处的时候，可以轻松愉快一点。,,,,,10
307,102076000,2,作为众神之主的妹妹可真是麻烦，奥丁的掌控欲太强了！,我也不喜欢被管控的感觉。,有个姐姐挺好的。,看来我们是同一种人，都喜欢自由自在的生活。,那既然这样的话，我来做你最亲爱的姐姐怎么样？,,,,,10
308,102076000,2,"战斗对我而言就是一场游戏，反正到最后胜利的一方，都会是我！",你真有自信！,战斗还是需要认真一点。,没错！我对于自己的实力，就像对自己的美貌一样自信！,哦！你是在担心我吗？放心，我可不忍心让你为我伤心的。,,,,,10
309,102077000,4,肩负重任的感觉，有时也会很沉重！,但那是一份无与伦比的荣耀。,我想帮你分担压力。,你说的没错，对于我而言，没有什么比荣耀更重要。,谢谢你！跟你在一起，我觉得一下子轻松了很多。,,,,,10
310,102077000,2,在追求最强力量的道路上，我永远不会停歇。,你已经是最强的战士了！,也要注意劳逸结合。,能够获得你的认可，对于我而言，是最大的荣耀。,或许你说的没错，偶尔的休息，是为了到达更远的地方。,,,,,10
311,102077000,2,只要有我在，邪恶的巨人就永远别想踏入阿斯加德神域一步！,让巨人们颤抖吧！,如果可以和平解决那更好了。,总有一天，我会将它们全部驱逐干净！,如果可以和平解决，那自然是再好不过！只是想跟那群邪恶的巨人谈判，这根本做不到。,,,,,10
312,102077000,5,雷神之锤给我带来了强大的力量，但这种力量有时就连我自己也感到害怕。,这股力量只有你能掌控。,这是上天的恩赐。,但愿这种力量，不会有失控的一天。,所以我从出生以来，也肩负着来自上天的使命。,,,,,10
313,102077000,2,我北欧神族第一战士的威名，难道只是用敌人的鲜血来铸造的吗？,那是敌人对你的认可。,不！那是你强大神力的体现。,对于这种认可我很欣慰，不过我不希望在别人的眼里，我是一个嗜杀的人。,你说的对！我更希望，我的威名是建立在我自身的力量之上。,,,,,10
314,102077000,5,我一直在想，赢得战斗的关键，是在于强大的力量，还是高超的智慧？,最重要的还是力量。,最关键的还是智慧。,我对于自己现在的力量，很有自信！,你说的有道理！不管是在力量方面，还是在智慧方面，我都要做到最强！,,,,,10
315,102078000,5,"我与丘比特都是著名的弓箭手，你觉得谁的箭术更甚一筹呢？",我觉得是你。,我觉得是丘比特。,看来，在你心里，还是我比较重要！,我知道了，你现在一定很希望谈一场轰轰烈烈的恋爱啊。,,,,,10
316,102078000,2,我身上的光芒，会不会太过耀眼，而让人不敢直视了？,你很适合这种光芒。,是会有一点刺眼。,多谢你的夸奖，我会一直绽放光芒的。,好吧，我以后只在你面前，适当地收敛光芒！,,,,,10
317,102078000,1,我的歌声是世界上最美妙的，你想与我一起，高歌一曲吗？,当然想啊！,我不太会唱歌。,来吧，让我们一起唱出心中最大的渴望！,没关系，我可以当你的老师，教你唱歌。,,,,,10
318,102078000,3,你更喜欢太阳的璀璨，还是月亮的温柔？,我喜欢璀璨的太阳。,我喜欢温柔的月亮。,那，我会一直做你的太阳！,我虽然璀璨夺目，但在你面前，一向都很温柔。,,,,,10
319,102078000,1,做为最美的女神，我必须在任何时候都要保持优雅！,你原本就是最美、最优雅的女神！,这样会不会很辛苦？,有你的认可我很开心，我会一直保持下去的。,我的优雅早已刻入灵魂，不用像其他女人一样，竭力去维持。,,,,,10
320,102078000,3,真希望我的弓箭也能拥有爱情的魔力，这样就可以收获属于我的爱情了。,你的弓箭有更大的作用！,你马上就会遇到属于你的爱情的。,多谢你的提醒！我会牢记我的使命，用我的弓箭来驱散世间的邪恶！,真的吗？我的那个人，难道会是你？,,,,,10
321,102079000,1,一年中最让人开心的季节是春天吧！说起春天你会想到什么？,万物的复苏。,雨真多啊。,嗯，就像你说的，春天，象征着绽放的鲜花，苏生的生命……还有爱情。,和爱慕的对象打伞在街上散步……不觉得很浪漫吗？,,,,,10
322,102079000,1,既然闲着，不如做点有趣的事情吧！,一起跳舞吧？,一决胜负？,好啊好啊！我可会跳舞了，你想和我跳哪一段呢？,好像相当有自信哦！那输了可不要哭鼻子！,,,,,10
323,102079000,3,说起来，你喜欢什么颜色的衣服呢？,应该……是粉色吧。,也许红色比较好,粉色……那是樱花的颜色！说不定有什么深刻的意义呢,喜欢热烈活泼的红色吗？嗯！我也要努力变得更加鲜艳呢！,,,,,10
324,102079000,1,没有比翩翩起舞的樱花雨更美的景色了……你懂樱花的花语吗？,是思念的意思吗？,嗯……爱情？,是的，无论身在何方，樱花总代表着游子心中最殷切的思念。,啊，美好的爱情，就像书上说的那样……可我也没体会过呢。,,,,,10
325,102079000,2,其实呢，我一直在想。跳舞的时候拿把更大的扇子会比较好吗？,我觉得没必要那样。,那必须还是大的漂亮！,我也是这么想的。扇子小，轻巧灵活，太大了话，连展开都变得困难了。,是啊，大扇子还可以用来打人，想想那呼啦呼啦的样子，就觉得好厉害呢。,,,,,10
326,102079000,3,那个……明天晚上你会跟我一起去赏花吧？,猜猜我会不会去呢。,我一定会去的！,讨厌，我才不猜！反正明晚你不来我就再也不跟你说话了,说好了哦，到时候我会穿上最漂亮的和服等你。,,,,,10
327,102080000,5,我还没有和十二地支的姐妹见过面呢，听说有很凶悍的家伙，不会欺负我吧？,哼哼……说不定。,这我可不大清楚……,我怎么感觉你满脸坏笑的表情，你好像有非常糟糕的期待啊……,没关系，我可是一直有锻炼的哟，她们不一定打得过我呢！咻！咻咻！,,,,,10
328,102080000,2,当一位地支神非常忙，要是碰到本命年，整年都得值班……,其实也就那样……,你可以摸鱼呀。,哼，要不你来替我做一天事情看看？,那可不行，要是我算错了时间，一定会被教训的很惨的……,,,,,10
329,102080000,4,你好像把我和月宫的小兔子弄混了呢。,哎？你不是月兔吗？,我还是能分清的。,当然不是！你好好看看，月兔的身材，有我这么火辣吗！,是吗？我还以为你们人类，会把所有的兔子都看成一样的呢。,,,,,10
330,102080000,1,我想和你在一起，就这样一直下去，直到世界末日降临……,已经世界末日啦！,（保持沉默）,那就索性让我再抱一会吧……,蹭蹭，再蹭蹭，真舒服……,,,,,10
331,102080000,3,寅虎和我，你更喜欢谁？,当然是你了！,这个嘛……你猜猜？,比起大大咧咧的家伙，大家还是喜欢温柔的女孩多一点哦。,哎呀……看来肯定是我了，你的表情已经透露了一切！,,,,,10
332,102080000,1,你对赛跑感兴趣吗？不如我们来比赛吧！,才不要和兔子比赛跑！,好啊，要赌一局吗？,论赛跑，我说第二，可没人敢说第一！哼哼……,好啊，如果你输了，就得陪我出去约会一整天！,,,,,10
333,102081000,4,为什么总有人觉得，我是一个危险的女人呢？,因为你的魅力太大。,因为你拥有强大的力量！,看来大家都觉得，越迷人的女人越危险！,是这样么！但我更希望人们对我的感觉是崇拜和仰慕。,,,,,10
334,102081000,5,这世界上最美妙的东西，到底是权力还是爱情？,我觉得是权力！,我觉得是爱情！,我曾经拥有无上的权力，可为什么我并不觉得开心呢？,是么！那我也想品尝一下，爱情的滋味。,,,,,10
335,102081000,2,我一直都认为，仇恨的力量会使人更加强大！,仇恨确实能激发潜能。,仇恨容易让人丧失理智。,你也这么认为吗？那我更加坚定，我当初为父报仇是正确的选择！,谢谢你的提醒，我会时刻保持理智，不会让仇恨吞噬自己的。,,,,,10
336,102081000,2,做为古埃及的统治者，我一直都将自己的一切奉献给我的子民，从不敢懈怠！,你也该多为自己着想。,你是一个令人敬佩的女王！,你是第一个叫我为自己着想的人，这种感觉，真奇妙。,我很喜欢这种，被人认可的感觉。,,,,,10
337,102081000,1,你觉得，古埃及的神明，给人的第一印象是什么样的？,充满神秘色彩的。,美丽而又庄严的。,保持神秘才会让敌人猜不透你！不过在你面前，我倒是可以揭开神秘的面纱。,这是一个很高的评价，我很喜欢。,,,,,10
338,102081000,1,为什么总有人觉得，魅力不能与力量共存呢？,或许是人们畏惧强大的力量。,你就是魅力与力量共存的女神。,是这样吗？但我的力量，却是用来保护我的人民的。,哈哈……是的！我对自己的魅力和力量，都很有自信。,,,,,10
